epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5511122761940469,0.6870748299319728,0.3835091292858124,0.8409090909090909,0.3488003334047918,0.9090909090909091
2,0.434925872128026,0.7965986394557824,0.3901433050632477,0.8204545454545454,0.3283491162209468,0.9090909090909091
3,0.403749605628098,0.8207482993197279,0.38314229249954224,0.8068181818181818,0.32843540921534753,0.9204545454545454
4,0.39252973251602274,0.8244897959183674,0.37260353565216064,0.8386363636363636,0.3156357768711245,0.9090909090909091
5,0.37520117410997145,0.8360544217687075,0.3936093747615814,0.8113636363636364,0.32688957966052373,0.9090909090909091
6,0.3569018754829355,0.8431972789115646,0.3894623816013336,0.825,0.3298045067291642,0.8863636363636364
7,0.35941898494350666,0.8452380952380952,0.42113327980041504,0.8113636363636364,0.3168957606228815,0.875
8,0.34681751505047287,0.845578231292517,0.3896096348762512,0.8159090909090909,0.31152439804124527,0.9090909090909091
9,0.3357623400939565,0.8537414965986394,0.3976587951183319,0.8363636363636363,0.3118786357587263,0.9204545454545454
10,0.3187545687568431,0.8629251700680272,0.39515557885169983,0.8272727272727273,0.3058508052758804,0.8977272727272727
