epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6930935231195826,0.503061224489796,0.6933225393295288,0.5113636363636364,0.6932445817670149,0.5
2,0.6897776132538205,0.5666666666666667,0.6933704018592834,0.5159090909090909,0.6930786510972169,0.5454545454545454
3,0.6866774433324127,0.5506802721088435,0.6948985457420349,0.5272727272727272,0.6940887892447711,0.4659090909090909
4,0.6828689537080778,0.5901360544217688,0.6938332915306091,0.4954545454545455,0.6925166862687898,0.48863636363636365
5,0.6793734304758967,0.6003401360544217,0.6936212778091431,0.5204545454545455,0.6916406342828227,0.5681818181818182
6,0.6757395533477368,0.60578231292517,0.6936895251274109,0.5272727272727272,0.6911357906378319,0.5909090909090909
7,0.6738712973335163,0.6023809523809524,0.6947387456893921,0.5113636363636364,0.691119359558754,0.5795454545454546
8,0.6708783114848493,0.617687074829932,0.6941421627998352,0.5181818181818182,0.6898460434802078,0.5568181818181818
9,0.668190082887403,0.6204081632653061,0.6924247145652771,0.5068181818181818,0.6883067497381437,0.5340909090909091
10,0.6665827368392425,0.6204081632653061,0.697085976600647,0.49772727272727274,0.690565900975694,0.6022727272727273
