validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_window_loss,final_train_window_accuracy,best_checkpoint_participant_loss,best_checkpoint_participant_accuracy,best_checkpoint_window_loss,best_checkpoint_window_accuracy
J1,5,0.2820141314759116,0.9166666666666666,0.15458088605287107,0.9364864864864865,0.2820141314759116,0.9166666666666666,0.3612637519836426,0.8476190476190476
J2,6,0.3631090439891969,0.8863636363636364,0.14651244839235228,0.9401360544217687,0.3631090439891969,0.8863636363636364,0.5192221403121948,0.7772727272727272
J4,6,0.2984574429840849,0.8977272727272727,0.12818123415416602,0.9527210884353742,0.2984574429840849,0.8977272727272727,0.4067113995552063,0.8477272727272728
J5,4,0.3599277152376674,0.9090909090909091,0.18921625200583012,0.9217687074829932,0.3599277152376674,0.9090909090909091,0.4228019118309021,0.7886363636363637
J7,5,0.5223329074172333,0.7727272727272727,0.1323164618973221,0.9462585034013605,0.5223329074172333,0.7727272727272727,0.6399022340774536,0.7
J8,4,0.554230847286681,0.71875,0.15641704680872898,0.9379084967320261,0.554230847286681,0.71875,0.6666571497917175,0.628125
J10,9,0.2109091186972344,0.9318181818181818,0.1712293863803351,0.9346938775510204,0.2109091186972344,0.9318181818181818,0.3451969623565674,0.8704545454545455
J15,7,0.3677616056921492,0.8636363636363636,0.1373274535954404,0.9479591836734694,0.3677616056921492,0.8636363636363636,0.696652889251709,0.7727272727272727
