epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,24.22883482293945,0.5085034013605442,33.00276476686651,0.5113636363636364
2,10.542688858156824,0.7908163265306123,29.322452886588323,0.5113636363636364
3,4.224752203634754,0.8928571428571429,34.37301008538766,0.4772727272727273
4,3.1635774842069315,0.9149659863945578,36.01145723055709,0.45454545454545453
5,1.3444853062158977,0.95578231292517,34.881623583761126,0.5
6,1.3971586478230313,0.9540816326530612,39.47839854522185,0.5454545454545454
7,0.8453876385847822,0.9710884353741497,51.05142964016307,0.4659090909090909
8,1.350990614341302,0.9540816326530612,44.84898009083488,0.5
9,1.1056474412332988,0.9642857142857143,44.59495593923748,0.45454545454545453
10,1.5889659133259566,0.9574829931972789,50.810905445705764,0.4318181818181818
11,1.5707418376399953,0.9421768707482994,56.174108841202475,0.42045454545454547
12,1.198505187459796,0.9642857142857143,65.47867872498252,0.38636363636363635
13,1.0291114368720193,0.9642857142857143,67.46725833272198,0.4772727272727273
14,1.045939656924834,0.9744897959183674,75.14911822297357,0.42045454545454547
15,1.2819306556403676,0.9693877551020408,79.47737641768022,0.4431818181818182
16,1.5041616735287762,0.9625850340136054,79.64369762214747,0.42045454545454547
17,0.5438025655792486,0.9812925170068028,84.23366113142534,0.5
