epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.692938722234194,0.4969387755102041,0.6943261027336121,0.4772727272727273,0.6941625040501364,0.5
2,0.6895436368021024,0.5333333333333333,0.6950005292892456,0.47954545454545455,0.6944006713414645,0.5
3,0.6860695452917189,0.5540816326530612,0.6940907835960388,0.5045454545454545,0.6931789677771474,0.5227272727272727
4,0.6817914736514189,0.5850340136054422,0.6957640051841736,0.5136363636363637,0.6934918581914495,0.5
5,0.6789526080598637,0.5921768707482993,0.6954724192619324,0.49772727272727274,0.6929980234357334,0.5113636363636364
6,0.6749221844738033,0.6017006802721089,0.6961804628372192,0.5181818181818182,0.6934895595541524,0.5
7,0.6713207471127413,0.60578231292517,0.7006055116653442,0.47954545454545455,0.6961237800786898,0.4772727272727273
8,0.6681988287134235,0.6112244897959184,0.69939786195755,0.49772727272727274,0.6948729597803197,0.4772727272727273
9,0.6654773712969151,0.6071428571428571,0.6988978981971741,0.4863636363636364,0.693422894058364,0.4772727272727273
10,0.6628945362811186,0.6156462585034014,0.7058873176574707,0.4818181818181818,0.6979258474939704,0.45454545454545453
