epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6930482813290187,0.5105442176870748,0.6934009790420532,0.4909090909090909,0.6932837466447276,0.5
2,0.6900011220756842,0.558843537414966,0.6937170028686523,0.5022727272727273,0.6932590422964092,0.5454545454545454
3,0.6872490938017969,0.5653061224489796,0.6941523551940918,0.5113636363636364,0.6932311150036431,0.4772727272727273
4,0.6837059244006669,0.580952380952381,0.693334698677063,0.4909090909090909,0.6918887459667046,0.5568181818181818
5,0.6803578411640764,0.5969387755102041,0.6929180026054382,0.5181818181818182,0.6908539871077092,0.5681818181818182
6,0.6766883631952766,0.6051020408163266,0.6920886039733887,0.5113636363636364,0.6892448756714594,0.5681818181818182
7,0.6745379905311428,0.6112244897959184,0.6929818987846375,0.5295454545454545,0.6893912043566007,0.6136363636363636
8,0.6712406677453696,0.611904761904762,0.691304624080658,0.5454545454545454,0.6875740870347524,0.5681818181818182
9,0.6684916528714757,0.6268707482993198,0.6911520957946777,0.5295454545454545,0.6862901374824276,0.6363636363636364
10,0.6672970810715033,0.6261904761904762,0.6916719079017639,0.5409090909090909,0.686527228956781,0.5795454545454546
