condition,freeze_name,mean_accuracy,std_accuracy,mean_loss,trainable_parameters
from_scratch,from_scratch_baseline,0.7354657061688311,0.08600093465801091,0.5046674047720664,6738
pretrained,fine_tuning_complet,0.7662929518398268,0.08566821566370382,0.5077845034445732,6738
pretrained,freeze_temporal,0.7085193452380952,0.13200296497745143,0.5388340061544078,6210
pretrained,freeze_temporal_spatial,0.6733292748917749,0.12093614857836692,0.5976044689184176,5666
pretrained,freeze_tout_sauf_classifieur,0.5692725243506493,0.0997599122886558,0.6565255775066996,5122
