epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5648676933885431,0.6717687074829932,0.38812482357025146,0.8431818181818181,0.3493304864796302,0.9090909090909091
2,0.4275763872529374,0.8037414965986395,0.38499194383621216,0.8431818181818181,0.3063476564001038,0.8863636363636364
3,0.404882089540261,0.8061224489795918,0.3488696217536926,0.8590909090909091,0.30892479126987077,0.9090909090909091
4,0.3659721655910518,0.8363945578231292,0.36870306730270386,0.8477272727272728,0.3068082403765055,0.8863636363636364
5,0.34877478305985327,0.8391156462585034,0.4534982740879059,0.8181818181818182,0.3127145322110249,0.8863636363636364
6,0.339945758078374,0.854421768707483,0.385650634765625,0.8386363636363636,0.28389562893749304,0.8977272727272727
7,0.3284014928503101,0.8551020408163266,0.6958045959472656,0.75,0.38270802385404773,0.7840909090909091
8,0.3172746465116942,0.861904761904762,0.4156922698020935,0.8363636363636363,0.2825581033923099,0.8977272727272727
9,0.31132006736434237,0.8642857142857143,0.49800536036491394,0.7886363636363637,0.3319707571773989,0.8295454545454546
10,0.27485905372772085,0.8812925170068027,0.6428908705711365,0.7613636363636364,0.36377238973522635,0.8068181818181818
