validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_loss,final_train_accuracy,final_validation_loss,final_validation_accuracy
J1,2,25.984341303507488,0.5714285714285714,1.0896300652770738,0.9763513513513513,39.391552138896216,0.6547619047619048
J2,1,24.394379814494062,0.5909090909090909,1.1004527517546663,0.9693877551020408,58.19161566008221,0.5227272727272727
J4,1,24.73093781010671,0.5568181818181818,0.9951222643533776,0.9744897959183674,65.7340039620242,0.5340909090909091
J5,1,28.94405119705268,0.5454545454545454,0.9510192862984275,0.9761904761904762,66.20860878987746,0.5340909090909091
J7,1,25.673836740580473,0.5681818181818182,0.20005545832266775,0.9931972789115646,67.13675826246089,0.5454545454545454
J8,1,27.93895934522152,0.46875,0.12585060626532596,0.9934640522875817,70.07117711007595,0.390625
J10,2,29.322452886588323,0.5113636363636364,0.5438025655792486,0.9812925170068028,84.23366113142534,0.5
J15,2,28.080937190489337,0.5,1.6073828962991246,0.9659863945578231,72.08889615569602,0.5681818181818182
