epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5302869353570094,0.7108843537414966,0.4653155207633972,0.7727272727272727,0.417158189419848,0.8068181818181818
2,0.4225091165628563,0.8061224489795918,0.46949729323387146,0.7977272727272727,0.36602363654953346,0.7954545454545454
3,0.39156411598328833,0.8241496598639456,0.4121299088001251,0.8113636363636364,0.3485542585902959,0.875
4,0.3776327093442281,0.8350340136054422,0.4069165587425232,0.8068181818181818,0.3609264231840094,0.875
5,0.3691154432945511,0.8408163265306122,0.4027954936027527,0.8272727272727273,0.336350336121624,0.8636363636363636
6,0.3562187496091233,0.8421768707482993,0.3930666446685791,0.825,0.3338005803002489,0.875
7,0.34542029599348706,0.8486394557823129,0.5646107196807861,0.7545454545454545,0.4030127801024412,0.7727272727272727
8,0.3380416201896408,0.8534013605442177,0.3958384394645691,0.8363636363636363,0.2980434613168809,0.8636363636363636
9,0.33582621026201315,0.8547619047619047,0.4512301981449127,0.8090909090909091,0.3310518395044241,0.8409090909090909
10,0.31790096309720256,0.8717687074829932,0.45465949177742004,0.8227272727272728,0.3052379586142857,0.8636363636363636
