epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,22.463226028668107,0.5202702702702703,25.227020788760413,0.5357142857142857
2,9.984028679633715,0.7922297297297297,28.01675651754652,0.5
3,6.516284149074489,0.8547297297297297,29.56317389011383,0.5595238095238095
4,3.6414082730275714,0.9138513513513513,34.48428383089257,0.5595238095238095
5,3.4149775420427466,0.9324324324324325,35.047491187141055,0.5476190476190477
6,1.8824082891607876,0.9459459459459459,30.572372572762625,0.5476190476190477
7,1.2814696737568672,0.9459459459459459,31.355174163913706,0.5714285714285714
8,1.2479261621747433,0.9628378378378378,36.35191636993771,0.5952380952380952
9,0.6826210132460838,0.9746621621621622,34.38302200181143,0.5595238095238095
10,0.6844829066760026,0.9746621621621622,41.170169210269314,0.5714285714285714
11,1.1074408197564218,0.9628378378378378,38.9325616586776,0.5595238095238095
12,0.6526613208570142,0.981418918918919,45.037538335436864,0.5595238095238095
13,1.0667340275731572,0.972972972972973,42.920269743133495,0.5476190476190477
14,1.3419186927332143,0.9594594594594594,43.230755028270536,0.5952380952380952
15,0.783941166839508,0.9780405405405406,40.18012098329408,0.5357142857142857
16,0.23470951331896656,0.9915540540540541,44.509082303870265,0.5833333333333334
