display_name,electrode_order,electrode_name,x,y,z,source_url
braindecode/labram-pretrained,20,F2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,21,F4,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,22,F6,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,23,F8,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,24,F10,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,25,FT9,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,26,FT7,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,27,FC5,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,28,FC3,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,29,FC1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,30,FCZ,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,31,FC2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,32,FC4,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,33,FC6,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,34,FT8,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,35,FT10,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,36,T9,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,37,T7,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,38,C5,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,39,C3,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,40,C1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,41,CZ,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,42,C2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
