epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.6207438263864744,0.6462585034013606,0.747289374132048,0.5
2,0.41646452476175466,0.826530612244898,0.8039615831591866,0.6136363636363636
3,0.33384100642676157,0.8571428571428571,1.0133633572946896,0.6363636363636364
4,0.2988543752755108,0.8809523809523809,1.5365145023573528,0.5340909090909091
5,0.24516597839047005,0.9030612244897959,1.7106075026094913,0.5909090909090909
6,0.21302838119374093,0.9166666666666666,1.8366207663308491,0.5909090909090909
7,0.18491404418529447,0.9268707482993197,2.423492059450258,0.5568181818181818
8,0.14856345052229,0.9506802721088435,2.254755225371231,0.5568181818181818
9,0.13427254844331785,0.9608843537414966,2.9195096492767334,0.5681818181818182
10,0.12549591726040607,0.9523809523809523,2.9276131344112484,0.6136363636363636
11,0.13387148511171543,0.9455782312925171,2.531872280619361,0.5681818181818182
12,0.12289247395657636,0.9523809523809523,3.0801298421892254,0.5568181818181818
13,0.09637334633485548,0.9693877551020408,2.711896451698108,0.5681818181818182
14,0.09772762463631608,0.9642857142857143,3.0183920697732405,0.5795454545454546
15,0.09154490356275742,0.9659863945578231,2.4762585086917337,0.6704545454545454
16,0.0792660146795663,0.9744897959183674,3.4085172912613912,0.6022727272727273
17,0.11322315565851314,0.9591836734693877,3.147083428773013,0.5340909090909091
18,0.09326351025410244,0.9659863945578231,3.254462240771814,0.5681818181818182
19,0.09479734212958783,0.9659863945578231,3.04140732166442,0.5454545454545454
20,0.08240699213133573,0.9778911564625851,2.788544262674722,0.5795454545454546
21,0.06978304842094966,0.9744897959183674,3.464427688243714,0.6136363636363636
22,0.07158756053000356,0.9710884353741497,2.7333489541303027,0.6363636363636364
23,0.08134389079512613,0.9727891156462585,2.935524231330915,0.5909090909090909
24,0.05329759090531619,0.9812925170068028,3.7349053763530473,0.6022727272727273
25,0.04647472370536697,0.9829931972789115,3.006724265488711,0.625
26,0.05330308445996199,0.9829931972789115,3.581344722346826,0.5681818181818182
27,0.060218074071945876,0.9744897959183674,3.0272371105172415,0.6136363636363636
28,0.05413673048146198,0.9829931972789115,3.6717206727374685,0.6022727272727273
29,0.07552531156864394,0.9744897959183674,3.9548391234129667,0.6022727272727273
30,0.06810574000416704,0.9744897959183674,4.2377632246776065,0.5795454545454546
31,0.07895361547078977,0.9744897959183674,3.66959875178608,0.5454545454545454
