validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_window_loss,final_train_window_accuracy,best_checkpoint_participant_loss,best_checkpoint_participant_accuracy,best_checkpoint_window_loss,best_checkpoint_window_accuracy
J1,2,0.32221272120449573,0.9166666666666666,0.24632960195476944,0.8945945945945946,0.32221272120449573,0.9166666666666666,0.39249110221862793,0.8285714285714286
J2,2,0.38845640291926903,0.8977272727272727,0.24352826843050873,0.8976190476190476,0.38845640291926903,0.8977272727272727,0.4599993824958801,0.7840909090909091
J4,4,0.3239682664334579,0.8636363636363636,0.16600729392803446,0.9340136054421768,0.3239682664334579,0.8636363636363636,0.4600021243095398,0.8295454545454546
J5,10,0.33000602983068533,0.8636363636363636,0.08834797460459122,0.9659863945578231,0.33000602983068533,0.8636363636363636,0.7740957140922546,0.775
J7,7,0.5072176491137014,0.7840909090909091,0.11455224575538213,0.9547619047619048,0.5072176491137014,0.7840909090909091,0.7571370005607605,0.6613636363636364
J8,4,0.5318452001808324,0.765625,0.15266014922477208,0.9395424836601307,0.5318452001808324,0.765625,0.6485372185707092,0.653125
J10,8,0.18495667883307834,0.9431818181818182,0.13590626366385797,0.9486394557823129,0.18495667883307834,0.9431818181818182,0.285499632358551,0.9045454545454545
J15,10,0.33080300680671687,0.875,0.12191181640286429,0.9530612244897959,0.33080300680671687,0.875,0.7948055863380432,0.7704545454545455
