epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5363079146868518,0.6952380952380952,0.48155808448791504,0.7727272727272727,0.4499727577178042,0.7727272727272727
2,0.42333125749818323,0.8071428571428572,0.46985557675361633,0.7795454545454545,0.392777262320033,0.8409090909090909
3,0.4023217702398495,0.819047619047619,0.46465030312538147,0.7840909090909091,0.38813298338896324,0.8636363636363636
4,0.38070668091579357,0.8299319727891157,0.4680952727794647,0.7704545454545455,0.4077064024469298,0.8636363636363636
5,0.3682449891048224,0.8384353741496599,0.4510676860809326,0.7863636363636364,0.3742780641021342,0.875
6,0.3519334984677179,0.8465986394557823,0.5070358514785767,0.7522727272727273,0.42825080705680546,0.8409090909090909
7,0.3438359827411418,0.8530612244897959,0.4881099462509155,0.7886363636363637,0.3534736143796524,0.8295454545454546
8,0.32185122484252565,0.860204081632653,0.5438597798347473,0.7477272727272727,0.4040294721778261,0.8181818181818182
9,0.32208238195399846,0.8527210884353742,0.5264898538589478,0.7886363636363637,0.35870216336989763,0.8522727272727273
10,0.30192709895623787,0.8717687074829932,0.5149430632591248,0.7977272727272727,0.35693506190478336,0.8522727272727273
