epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5697108756928216,0.6755102040816326,0.4287329316139221,0.8090909090909091,0.3921555132020267,0.8636363636363636
2,0.42727934963443653,0.8010204081632653,0.399223268032074,0.8136363636363636,0.33110942792368186,0.9090909090909091
3,0.3975002990693462,0.8227891156462585,0.3850778639316559,0.8272727272727273,0.32268470403493194,0.8977272727272727
4,0.3740419633129016,0.8357142857142857,0.3705272078514099,0.825,0.3291580921432178,0.9090909090909091
5,0.3586084659813213,0.8428571428571429,0.39263156056404114,0.8045454545454546,0.3247851572238806,0.8863636363636364
6,0.3359675346588602,0.8459183673469388,0.3845920264720917,0.8363636363636363,0.3094874217107055,0.8977272727272727
7,0.3324930980902951,0.8520408163265306,0.449189692735672,0.8045454545454546,0.34261005146504386,0.875
8,0.32031272224017554,0.8561224489795919,0.367419958114624,0.8272727272727273,0.30389659943567976,0.8977272727272727
9,0.3030328537179094,0.8721088435374149,0.43654054403305054,0.8181818181818182,0.29191979934244167,0.8863636363636364
10,0.29365488090077224,0.8765306122448979,0.5146538019180298,0.7636363636363637,0.35165361920847005,0.8636363636363636
