epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5559379792132345,0.6880952380952381,0.4151812195777893,0.8068181818181818,0.36606514750849894,0.8863636363636364
2,0.4243810964887645,0.8017006802721088,0.42509377002716064,0.8068181818181818,0.33986275467222504,0.8636363636363636
3,0.4100648476153004,0.8125850340136055,0.358497679233551,0.8590909090909091,0.3197507023656673,0.9090909090909091
4,0.39003754610918007,0.8204081632653061,0.39404505491256714,0.8227272727272728,0.30993764688898295,0.8977272727272727
5,0.36651309383969727,0.8408163265306122,0.43791162967681885,0.7909090909090909,0.34992292402456815,0.8295454545454546
6,0.3527171666727585,0.8445578231292517,0.34595489501953125,0.8545454545454545,0.2910312461897218,0.9090909090909091
7,0.3557446232458361,0.8448979591836735,0.666562020778656,0.7454545454545455,0.39054245514264996,0.75
8,0.3325623486520482,0.854421768707483,0.469325453042984,0.8363636363636363,0.3036008698995024,0.875
9,0.32409436394568203,0.8527210884353742,0.5514535903930664,0.7909090909090909,0.34315874477794384,0.8295454545454546
10,0.3057794677765191,0.8704081632653061,0.5209481120109558,0.7840909090909091,0.34858871026617044,0.8295454545454546
