epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5310234878744398,0.7136054421768707,0.5038290023803711,0.7545454545454545,0.4741963796835511,0.8636363636363636
2,0.4309545603941898,0.7972789115646258,0.5254829525947571,0.7204545454545455,0.4307124479543184,0.7386363636363636
3,0.39957576021045244,0.8153061224489796,0.42779451608657837,0.7954545454545454,0.36620244025533744,0.8977272727272727
4,0.3740145394185773,0.830952380952381,0.44228047132492065,0.7727272727272727,0.3845253498935757,0.8522727272727273
5,0.3432191606281566,0.8540816326530613,0.47154396772384644,0.7613636363636364,0.3801291288444695,0.8295454545454546
6,0.2926549817631845,0.8761904761904762,0.5318983793258667,0.7659090909090909,0.39189539756603814,0.8522727272727273
7,0.2458313193045506,0.8962585034013606,0.6010830402374268,0.7454545454545455,0.36609499751812896,0.8181818181818182
8,0.19607624612292465,0.9183673469387755,0.6433289051055908,0.775,0.34273216165807663,0.875
9,0.15810451908987397,0.9350340136054421,0.8349953889846802,0.7340909090909091,0.39169030910737973,0.8181818181818182
10,0.12191181640286429,0.9530612244897959,0.7948055863380432,0.7704545454545455,0.33080300680671687,0.875
