epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6931602423693858,0.5040816326530613,0.693841278553009,0.49318181818181817,0.6937563848071274,0.5
2,0.6902684393383208,0.5598639455782313,0.6939458847045898,0.5,0.6936718232867659,0.5227272727272727
3,0.6877627525199839,0.5625850340136055,0.6939935088157654,0.49318181818181817,0.6935036078583322,0.48863636363636365
4,0.6843383129762144,0.5775510204081633,0.6949396133422852,0.4954545454545455,0.69407501772015,0.4659090909090909
5,0.6807332505174235,0.5976190476190476,0.6973170042037964,0.509090909090909,0.6959265250157377,0.4318181818181818
6,0.6776043367223675,0.5989795918367347,0.6947656273841858,0.5136363636363637,0.6930303978619577,0.45454545454545453
7,0.6753122823578971,0.6054421768707483,0.6964688897132874,0.5045454545454545,0.6943393435800465,0.5113636363636364
8,0.6723739360465485,0.6115646258503401,0.6947389841079712,0.525,0.6922549249178167,0.4772727272727273
9,0.6692661716824486,0.6108843537414966,0.6937633156776428,0.5,0.6910152126456732,0.5340909090909091
10,0.667522615883626,0.6139455782312925,0.6949542164802551,0.5181818181818182,0.6916025612649083,0.5113636363636364
