epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.522235569945809,0.7193877551020408,0.5216461420059204,0.7568181818181818,0.4880811227419564,0.8409090909090909
2,0.4250268045736819,0.8047619047619048,0.49307116866111755,0.7477272727272727,0.42852127401207335,0.8636363636363636
3,0.4051429780567584,0.813265306122449,0.5002853274345398,0.759090909090909,0.44443416815605247,0.8409090909090909
4,0.3898213620899486,0.823469387755102,0.5101771950721741,0.759090909090909,0.4538475035600984,0.8295454545454546
5,0.3812436587956487,0.8275510204081633,0.5887846946716309,0.7,0.5425149468795296,0.75
6,0.36424113429930743,0.8418367346938775,0.5814570784568787,0.7318181818181818,0.478411706460066,0.8181818181818182
7,0.3572633451953226,0.8380952380952381,0.5629302859306335,0.7545454545454545,0.4099498391883316,0.8181818181818182
8,0.33701739935647873,0.8459183673469388,0.5675976276397705,0.75,0.43288085193925435,0.8295454545454546
9,0.3359083806576372,0.8540816326530613,0.5725412964820862,0.7272727272727273,0.4453046664119186,0.8181818181818182
10,0.310547259956801,0.8707482993197279,0.581699788570404,0.7159090909090909,0.4235360449709516,0.8181818181818182
