epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6928200099919294,0.504054054054054,0.6915980577468872,0.5404761904761904,0.6914683519106302,0.5238095238095238
2,0.690985533675632,0.5243243243243243,0.6895253658294678,0.5547619047619048,0.6892331640904119,0.6309523809523809
3,0.6882181128940067,0.5685810810810811,0.6879000067710876,0.5666666666666667,0.6873327692474519,0.6190476190476191
4,0.6865084599804234,0.5625,0.6862009763717651,0.5642857142857143,0.6851785396946147,0.5595238095238095
5,0.683774010232977,0.5766891891891892,0.6839473247528076,0.6023809523809524,0.6824256648671819,0.6547619047619048
6,0.6810044327297726,0.585472972972973,0.6826223731040955,0.6047619047619047,0.6810815194275482,0.6309523809523809
7,0.6777135526811754,0.6030405405405406,0.6812322735786438,0.5833333333333334,0.6791183562520311,0.6309523809523809
8,0.6751159677634369,0.5986486486486486,0.6817846298217773,0.5857142857142857,0.6792793376730673,0.5952380952380952
9,0.6727330552565085,0.5983108108108108,0.6809451580047607,0.580952380952381,0.677984183284593,0.6309523809523809
10,0.6703763365745544,0.6118243243243243,0.6812605261802673,0.5833333333333334,0.6778696294928511,0.6309523809523809
