epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.6932656256524661,0.49236641221374045,0.6931622894480824,0.5
2,0.6917488496494657,0.5763358778625954,0.693034403026104,0.46875
3,0.6904969879689108,0.5782442748091603,0.693066731095314,0.53125
4,0.6889007438457649,0.7061068702290076,0.6930362433195114,0.46875
5,0.6874561083453302,0.7061068702290076,0.6930118640884757,0.5
6,0.6860609218364454,0.732824427480916,0.6930395187810063,0.5
7,0.6846201001232817,0.7423664122137404,0.6929995696991682,0.484375
8,0.6833180639580005,0.7232824427480916,0.6931066270917654,0.46875
9,0.6820254473740818,0.7290076335877863,0.6931075742468238,0.46875
10,0.6806397802047147,0.7442748091603053,0.6931506581604481,0.515625
11,0.6794690362369741,0.7022900763358778,0.6931576542556286,0.46875
12,0.6780548756586686,0.7213740458015268,0.6933851055800915,0.5
13,0.676716641842864,0.7480916030534351,0.6934399530291557,0.484375
14,0.6753833965035795,0.75,0.6934664836153388,0.46875
15,0.6741378292555117,0.7480916030534351,0.6936159506440163,0.46875
16,0.672908931856847,0.75,0.6936911195516586,0.453125
17,0.6717414622770921,0.732824427480916,0.6937889382243156,0.46875
