epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.6769723042744358,0.5816326530612245,0.7025072154673663,0.5
2,0.526960835621065,0.7448979591836735,0.7729849327694286,0.5
3,0.46882093545733666,0.7840136054421769,0.7695433345030654,0.5454545454545454
4,0.41091588688190694,0.8333333333333334,0.7786255367100239,0.6136363636363636
5,0.38678006709990453,0.8231292517006803,0.7903312251649119,0.6022727272727273
6,0.34379144853018984,0.858843537414966,0.9236085819588467,0.5909090909090909
7,0.31223353464789944,0.8843537414965986,0.9719064025716349,0.5795454545454546
8,0.30384798488598697,0.8877551020408163,1.0607418912378224,0.5909090909090909
9,0.3055409981495365,0.8860544217687075,1.0345415483144196,0.5795454545454546
10,0.3012338931589913,0.8843537414965986,1.1425049623305148,0.5681818181818182
11,0.28055039717860164,0.8928571428571429,1.0726122654635797,0.5568181818181818
12,0.25743746661682465,0.8894557823129252,1.0899852439761162,0.5681818181818182
13,0.2541823597105385,0.9064625850340136,1.2339674718677998,0.5681818181818182
14,0.24249284058099702,0.9064625850340136,1.2599341972646387,0.5454545454545454
15,0.2353601151139659,0.9064625850340136,1.2879781988872723,0.5454545454545454
16,0.21666159070901522,0.9217687074829932,1.233084756542336,0.5568181818181818
17,0.21138083041791303,0.9166666666666666,1.2696970855309204,0.5568181818181818
18,0.26092703530856337,0.8979591836734694,1.3247363374314525,0.5454545454545454
19,0.2300756415985778,0.8945578231292517,1.3010593710297889,0.5795454545454546
20,0.21967997800457437,0.9047619047619048,1.2903454212302512,0.5454545454545454
21,0.2208792603872463,0.923469387755102,1.3033182693814689,0.5454545454545454
22,0.20799770793912387,0.9217687074829932,1.3482599014585668,0.5681818181818182
23,0.21100559231799831,0.9115646258503401,1.2856516626409509,0.5568181818181818
24,0.19597460292469787,0.9098639455782312,1.3406680058687925,0.5568181818181818
25,0.19287421818043352,0.9200680272108843,1.372304387051951,0.5340909090909091
26,0.18651277993229173,0.9200680272108843,1.562459086491303,0.5795454545454546
27,0.1955153110776046,0.9183673469387755,1.572037440132011,0.5681818181818182
28,0.22582784580339227,0.8962585034013606,1.5039122136817737,0.5340909090909091
29,0.16485892737531388,0.9370748299319728,1.525308894501491,0.5454545454545454
30,0.23659034837655038,0.8877551020408163,1.596754626794295,0.5340909090909091
31,0.21037634698274946,0.9064625850340136,1.553218151358041,0.5340909090909091
