epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6933575870228462,0.5017006802721088,0.6929396390914917,0.5204545454545455,0.6928846201291772,0.5
2,0.6909814290448922,0.5489795918367347,0.6917654275894165,0.5318181818181819,0.6915838439958887,0.5
3,0.6888896481520465,0.5459183673469388,0.6901382207870483,0.5568181818181818,0.6897324445015265,0.5340909090909091
4,0.6857449574535396,0.5795918367346938,0.6884556412696838,0.5386363636363637,0.6877804338283706,0.6363636363636364
5,0.6830703897541072,0.5969387755102041,0.6872173547744751,0.5431818181818182,0.6862308050292985,0.6590909090909091
6,0.6807467746085861,0.5962585034013606,0.6861627697944641,0.5681818181818182,0.6848059929747662,0.6363636363636364
7,0.6783575036087814,0.6047619047619047,0.6850507855415344,0.5613636363636364,0.6831875359671457,0.6931818181818182
8,0.6762690243266878,0.60578231292517,0.6862510442733765,0.5522727272727272,0.6840160912620195,0.5909090909090909
9,0.674444474898228,0.6190476190476191,0.6840510368347168,0.5613636363636364,0.6814875748492221,0.6590909090909091
10,0.6720794752341549,0.6207482993197279,0.6838756203651428,0.5636363636363636,0.6808388851974034,0.6704545454545454
