epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5304051831871474,0.7098639455782313,0.629669189453125,0.6659090909090909,0.5697877499662894,0.7159090909090909
2,0.38907518648371403,0.8244897959183674,0.6923877596855164,0.6795454545454546,0.5993745750198475,0.6818181818181818
3,0.36517327768462043,0.8428571428571429,0.6620809435844421,0.6772727272727272,0.560814956382825,0.7386363636363636
4,0.3451560305089367,0.845578231292517,0.560297966003418,0.7227272727272728,0.5013435347323506,0.7840909090909091
5,0.32969329274025094,0.8608843537414966,0.5903736352920532,0.7318181818181818,0.47791639230623717,0.8181818181818182
6,0.31046326756477355,0.863265306122449,0.6989259719848633,0.6954545454545454,0.5679323961443271,0.75
7,0.30629284758957065,0.8734693877551021,0.6221529841423035,0.725,0.48930618045812757,0.8295454545454546
8,0.295011102159818,0.8785714285714286,0.6492220759391785,0.7318181818181818,0.4965636137266948,0.7954545454545454
9,0.28612393718592977,0.8826530612244898,0.7148979306221008,0.7295454545454545,0.4954131416915571,0.7727272727272727
10,0.2762600609842612,0.8836734693877552,0.630374014377594,0.7113636363636363,0.4783822260225239,0.7954545454545454
