epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.693130721526892,0.508843537414966,0.6932162046432495,0.5,0.6931136727335133,0.5
2,0.6903545299354865,0.5452380952380952,0.6936892867088318,0.49318181818181817,0.6933415121595415,0.48863636363636365
3,0.6884016681690606,0.55,0.6940484046936035,0.5136363636363637,0.6934214561366158,0.5113636363636364
4,0.6855869933050506,0.5649659863945579,0.6925358176231384,0.5181818181818182,0.691544673714893,0.5340909090909091
5,0.6828498859794773,0.5768707482993197,0.6929513216018677,0.5113636363636364,0.691449435599467,0.5
6,0.6801338231482473,0.5751700680272109,0.6930602192878723,0.5159090909090909,0.6909842058505765,0.4772727272727273
7,0.6783284858781464,0.5853741496598639,0.6933809518814087,0.5,0.6907053312299275,0.5227272727272727
8,0.6760603580345101,0.591156462585034,0.6917967200279236,0.5113636363636364,0.6887508640567614,0.5227272727272727
9,0.6734601881228337,0.5979591836734693,0.6919704675674438,0.509090909090909,0.6882795942810814,0.5340909090909091
10,0.6724162134183508,0.5928571428571429,0.6921592950820923,0.5181818181818182,0.6878438444187379,0.4772727272727273
