epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6932180404663086,0.5081632653061224,0.6902733445167542,0.5318181818181819,0.6901132942268358,0.5
2,0.6903136311745157,0.5214285714285715,0.6882976293563843,0.5272727272727272,0.6878070007217876,0.5795454545454546
3,0.6876716340480208,0.5401360544217687,0.6883572936058044,0.5522727272727272,0.6872603872225813,0.5909090909090909
4,0.6846861917956346,0.5530612244897959,0.6858817338943481,0.5340909090909091,0.6841942307535208,0.5795454545454546
5,0.6824588276902024,0.5697278911564626,0.6856390237808228,0.5363636363636364,0.6834547603083525,0.6022727272727273
6,0.6806197870345343,0.5697278911564626,0.6861521005630493,0.55,0.6835893428875223,0.5568181818181818
7,0.6783117728979409,0.5758503401360544,0.6861344575881958,0.5636363636363636,0.6829498973067896,0.5568181818181818
8,0.6758705758724083,0.5945578231292517,0.6849249005317688,0.5363636363636364,0.681696652367265,0.5681818181818182
9,0.6737063906630691,0.5925170068027211,0.6852561235427856,0.5431818181818182,0.6814947168215816,0.5227272727272727
10,0.6717338303319451,0.5976190476190476,0.6854051351547241,0.5568181818181818,0.6816152575333757,0.5681818181818182
