epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6931564867091017,0.49829931972789115,0.6931002736091614,0.4909090909090909,0.6930271408757823,0.5
2,0.6908049555051894,0.5510204081632653,0.6933117508888245,0.48863636363636365,0.6929926685938468,0.5227272727272727
3,0.6891911046034624,0.5489795918367347,0.6944825649261475,0.509090909090909,0.6938102001859433,0.4772727272727273
4,0.6863278568196459,0.5574829931972789,0.6905665993690491,0.5409090909090909,0.6894668877010518,0.5454545454545454
5,0.6842946140133604,0.5724489795918367,0.6921142339706421,0.5204545454545455,0.6905693783949143,0.5
6,0.6821763291650889,0.5795918367346938,0.6882066130638123,0.5454545454545454,0.6861586358690842,0.5454545454545454
7,0.6809028187576606,0.591156462585034,0.6899275183677673,0.5363636363636364,0.6875014938422733,0.5568181818181818
8,0.6782489852840398,0.5945578231292517,0.6882079243659973,0.5454545454545454,0.6849575334440554,0.6136363636363636
9,0.6760976233449923,0.5948979591836735,0.6900445222854614,0.5363636363636364,0.6860120199045063,0.5568181818181818
10,0.6750753256739402,0.5948979591836735,0.6873748898506165,0.5522727272727272,0.6834817388715605,0.6022727272727273
