validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_loss,final_train_accuracy,final_validation_loss,final_validation_accuracy
J1,3,0.693247397740682,0.5,0.6951571344523817,0.49324324324324326,0.6931815175783067,0.5
