epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5179997473346943,0.7312925170068028,0.634831428527832,0.6477272727272727,0.5943451792031136,0.6590909090909091
2,0.4050565746365761,0.8125850340136055,0.7244272828102112,0.625,0.6064490933412402,0.6363636363636364
3,0.3775151678494045,0.8289115646258504,0.6849600076675415,0.6704545454545454,0.5780787083554728,0.6818181818181818
4,0.34995959656579156,0.8459183673469388,0.6528211832046509,0.6681818181818182,0.577254718788165,0.7045454545454546
5,0.31906337677216046,0.8625850340136054,0.6399022340774536,0.7,0.5223329074172333,0.7727272727272727
6,0.29046358143796724,0.8761904761904762,0.8733870983123779,0.6181818181818182,0.7087059130791628,0.6477272727272727
7,0.2525881265499154,0.891156462585034,0.7391166687011719,0.6772727272727272,0.5255003801427116,0.7386363636363636
8,0.21807253974027374,0.9119047619047619,0.9574447870254517,0.6522727272727272,0.6634481748188271,0.6704545454545454
9,0.17015764049830892,0.9343537414965987,1.0359838008880615,0.6545454545454545,0.6270629284032216,0.7386363636363636
10,0.1323164618973221,0.9462585034013605,1.1786201000213623,0.6613636363636364,0.6179501838767176,0.75
