epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.692784173796777,0.5149659863945578,0.6936362385749817,0.49318181818181817,0.6934764872678378,0.5113636363636364
2,0.6886528056495044,0.5656462585034013,0.6936675310134888,0.4954545454545455,0.6932828957553719,0.4772727272727273
3,0.6847768880072094,0.5693877551020409,0.6944134831428528,0.5045454545454545,0.6932248969951975,0.4772727272727273
4,0.6807808980649831,0.5972789115646259,0.6929566860198975,0.5045454545454545,0.6914719807730595,0.4772727272727273
5,0.6772519699570273,0.6051020408163266,0.6926504373550415,0.5181818181818182,0.6902564576284828,0.5113636363636364
6,0.6735318326625694,0.6170068027210884,0.6949812173843384,0.5022727272727273,0.6916653277540504,0.4659090909090909
7,0.67031055534778,0.6187074829931973,0.6939611434936523,0.4818181818181818,0.6900131381811183,0.5227272727272727
8,0.6672929081787058,0.6207482993197279,0.6921156048774719,0.5181818181818182,0.6878307804023205,0.5227272727272727
9,0.6636873765867584,0.6214285714285714,0.6938405632972717,0.509090909090909,0.6885397076759321,0.5340909090909091
10,0.661529570128642,0.6326530612244898,0.6909722089767456,0.5159090909090909,0.6856835061719843,0.5454545454545454
