epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.6298934791465195,0.6241496598639455,0.5854755518111315,0.7045454545454546
2,0.4311203754849124,0.7874149659863946,0.40034189667891373,0.8863636363636364
3,0.3205753493749974,0.8656462585034014,0.32201422369954263,0.8636363636363636
4,0.28297954333667347,0.8792517006802721,0.3753058782524683,0.8636363636363636
5,0.25155049259774387,0.8945578231292517,0.41819134003228764,0.8863636363636364
6,0.2028632962214602,0.9217687074829932,0.43442698902535165,0.875
7,0.14604024329819862,0.9506802721088435,0.38215477151309396,0.9090909090909091
8,0.12824571741543722,0.9523809523809523,0.433266752347911,0.8977272727272727
9,0.12333272937542702,0.9540816326530612,0.3542592154362038,0.8863636363636364
10,0.10876497645509195,0.9574829931972789,0.3992389097309735,0.9204545454545454
11,0.15914387088906506,0.9404761904761905,0.4454299636312168,0.8977272727272727
12,0.08574383212871166,0.9761904761904762,0.45791860912603705,0.8863636363636364
13,0.07053669904169411,0.9744897959183674,0.37523716629948467,0.8636363636363636
14,0.09864620743204561,0.9591836734693877,0.43336695662583224,0.8636363636363636
15,0.061648170018768995,0.9812925170068028,0.4997029778537994,0.875
16,0.09220617327755587,0.9642857142857143,0.3922369966008277,0.875
17,0.10963733817507523,0.9693877551020408,0.4937050653745907,0.8409090909090909
18,0.07815548761444464,0.967687074829932,0.41582630221777933,0.875
19,0.11512258743813723,0.9489795918367347,0.5782621252196392,0.875
20,0.08041542764315754,0.9693877551020408,0.41926962747608987,0.875
21,0.09603038250658638,0.9608843537414966,0.4251324341398272,0.8522727272727273
22,0.07032252906103575,0.9727891156462585,0.46770670796360553,0.8522727272727273
23,0.05059821960970353,0.9795918367346939,0.4102250872727547,0.9090909090909091
24,0.05711453262854305,0.9812925170068028,0.5375509417017383,0.8295454545454546
25,0.05187101344319338,0.9829931972789115,0.45037497716442554,0.8522727272727273
26,0.05458690305802978,0.9795918367346939,0.5125240528518176,0.8522727272727273
27,0.058094465186946935,0.9744897959183674,0.5176715231064009,0.8295454545454546
28,0.05258659297832229,0.9795918367346939,0.5257413526772077,0.8636363636363636
29,0.054973183601524846,0.9812925170068028,0.5625925536319714,0.875
30,0.054634348542756825,0.9846938775510204,0.5084106585041313,0.8636363636363636
31,0.053416655670834916,0.9795918367346939,0.5233057690809553,0.8863636363636364
32,0.02453463706997416,0.9948979591836735,0.5148063788051744,0.8636363636363636
33,0.04957596472688012,0.9812925170068028,0.4549471852967806,0.875
