epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5398194659729393,0.6986394557823129,0.40077757835388184,0.8431818181818181,0.3585007201127532,0.9090909090909091
2,0.4564581560642541,0.7833333333333333,0.44042158126831055,0.8113636363636364,0.3592940636298879,0.8295454545454546
3,0.4138242503007253,0.810204081632653,0.3575170338153839,0.8522727272727273,0.30994268205208386,0.8977272727272727
4,0.36645382853592334,0.8333333333333334,0.3716210424900055,0.8477272727272728,0.3202698162681583,0.8977272727272727
5,0.3405058678721084,0.8489795918367347,0.47848206758499146,0.8090909090909091,0.331061639170475,0.8409090909090909
6,0.3005710329531001,0.8734693877551021,0.4067113995552063,0.8477272727272728,0.2984574429840849,0.8977272727272727
7,0.2555646215369101,0.8894557823129252,0.6281899213790894,0.7909090909090909,0.33485551316342466,0.8636363636363636
8,0.22580532780309923,0.9047619047619048,0.7163806557655334,0.7727272727272727,0.3564630158138128,0.8295454545454546
9,0.19450197229225213,0.9210884353741496,0.6004103422164917,0.8045454545454546,0.30943243591467184,0.875
10,0.12818123415416602,0.9527210884353742,0.8327656388282776,0.7772727272727272,0.31775752709980765,0.8522727272727273
