epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6930974665953189,0.49863945578231295,0.6921671032905579,0.4909090909090909,0.692032675699389,0.5113636363636364
2,0.6895790295536015,0.5394557823129251,0.6911052465438843,0.5409090909090909,0.6905972239967624,0.48863636363636365
3,0.6867619714769376,0.545578231292517,0.6913621425628662,0.5363636363636364,0.6904268717947929,0.5795454545454546
4,0.6838545678424186,0.573469387755102,0.6904550194740295,0.5659090909090909,0.6891052269578843,0.5909090909090909
5,0.6813546251277535,0.580952380952381,0.6904577612876892,0.5772727272727273,0.6885384811112353,0.5568181818181818
6,0.6787359749378801,0.5857142857142857,0.6902723908424377,0.5659090909090909,0.6878130522705879,0.625
7,0.6766244544463904,0.5843537414965987,0.6892404556274414,0.5613636363636364,0.6862932778251832,0.5227272727272727
8,0.674305197008613,0.5891156462585034,0.6882307529449463,0.5681818181818182,0.684709112173921,0.625
9,0.6719775161775602,0.5996598639455782,0.6866445541381836,0.5727272727272728,0.6827953690824091,0.5795454545454546
10,0.670842136331156,0.5965986394557823,0.6867519021034241,0.5727272727272728,0.682415793169098,0.5909090909090909
