epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5643452127774556,0.6914965986394558,0.3335873782634735,0.884090909090909,0.32055275929286514,0.9431818181818182
2,0.4656222858801991,0.7738095238095238,0.35084426403045654,0.8613636363636363,0.29065385600907895,0.9318181818181818
3,0.42108137202100687,0.8003401360544218,0.32227811217308044,0.8568181818181818,0.26687821546671925,0.9090909090909091
4,0.39625084659680215,0.8197278911564626,0.2605459690093994,0.9204545454545454,0.21696814373553855,0.9431818181818182
5,0.3564389662677739,0.8387755102040816,0.23247642815113068,0.9090909090909091,0.2008700719978318,0.9545454545454546
6,0.3184421666828143,0.8595238095238096,0.2865152955055237,0.8863636363636364,0.23753674521958318,0.9431818181818182
7,0.2619424110164448,0.886734693877551,0.43301454186439514,0.8068181818181818,0.2789758258902304,0.9090909090909091
8,0.2069287257535117,0.9163265306122449,0.285499632358551,0.9045454545454545,0.18495667883307834,0.9431818181818182
9,0.16890311061220914,0.9299319727891157,0.3941660225391388,0.8545454545454545,0.22130585743111197,0.9318181818181818
10,0.13590626366385797,0.9486394557823129,0.44219741225242615,0.8431818181818181,0.224729047474617,0.9204545454545454
