epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5182441484765942,0.7316326530612245,0.5051637887954712,0.740909090909091,0.4695224519112946,0.8636363636363636
2,0.4361413307133175,0.79421768707483,0.5476622581481934,0.7295454545454545,0.42775506442020395,0.6818181818181818
3,0.40189069099977714,0.8139455782312925,0.48947182297706604,0.7659090909090909,0.3910555543826343,0.8181818181818182
4,0.37335455547384666,0.8363945578231292,0.49813008308410645,0.7613636363636364,0.4014094593176669,0.8636363636363636
5,0.34438232086142717,0.8496598639455782,0.5584673285484314,0.7431818181818182,0.4155244335963239,0.7840909090909091
6,0.29447316896347775,0.8741496598639455,0.6076110601425171,0.7386363636363636,0.4460520382064572,0.8522727272727273
7,0.2534671623741283,0.886734693877551,0.696652889251709,0.7727272727272727,0.3677616056921492,0.8636363636363636
8,0.22332315498671565,0.908843537414966,0.7070726156234741,0.740909090909091,0.3724213995947855,0.8409090909090909
9,0.16333692145793616,0.9370748299319728,0.8350300192832947,0.7454545454545455,0.3730814013104013,0.8295454545454546
10,0.1373274535954404,0.9479591836734694,1.0522147417068481,0.7227272727272728,0.425596462328476,0.7613636363636364
