epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.4867167974243293,0.75,0.3825975707953885,0.7976190476190477
2,0.44531852636184244,0.8057432432432432,0.251321170656454,0.9404761904761905
3,0.4056717866301738,0.8108108108108109,0.4101470366475128,0.7976190476190477
4,0.40952040302265136,0.8141891891891891,0.38702102023221197,0.7738095238095238
5,0.3451435979883614,0.839527027027027,0.2472730443058979,0.9166666666666666
6,0.3287286897397575,0.8547297297297297,0.2007279052798237,0.9523809523809523
7,0.2847106554891562,0.8851351351351351,0.3748524810320565,0.7857142857142857
8,0.2848973094164771,0.8868243243243243,0.8690772295840794,0.6904761904761905
9,0.2779828990334519,0.8699324324324325,0.2039118487210501,0.9285714285714286
10,0.32530888051543433,0.856418918918919,0.2552877316872279,0.8809523809523809
11,0.2290695037699078,0.902027027027027,0.17654758536567292,0.9404761904761905
12,0.3176958498362502,0.8547297297297297,0.3394627744952838,0.8095238095238095
13,0.23249756678784694,0.9087837837837838,0.20720984183606647,0.8928571428571429
14,0.21867970303110024,0.9155405405405406,0.17601278446437346,0.9404761904761905
15,0.24650250310141192,0.902027027027027,0.21854193934372493,0.9047619047619048
16,0.2285125196669125,0.910472972972973,0.3155924029470909,0.8333333333333334
17,0.20381249199665427,0.9206081081081081,0.20884567197589649,0.9166666666666666
18,0.24412028989408519,0.902027027027027,0.37084393750964884,0.7976190476190477
19,0.2361528445927999,0.9121621621621622,0.4072499272768341,0.8095238095238095
20,0.2180357464350055,0.9222972972972973,0.21055799993198543,0.9285714285714286
21,0.20955852917678705,0.9003378378378378,0.37105246384938556,0.8095238095238095
22,0.23881724786494757,0.8868243243243243,0.18823044112927856,0.9285714285714286
23,0.1946967847856089,0.9290540540540541,0.18986100286600135,0.9404761904761905
24,0.22682835079801925,0.8952702702702703,0.6482754158787429,0.75
25,0.21705064815201647,0.9070945945945946,0.322554620515023,0.8214285714285714
26,0.16133641921899383,0.9408783783783784,0.6818618271610744,0.7619047619047619
27,0.2063926329094495,0.9206081081081081,0.25940418274452287,0.8928571428571429
28,0.20036429147954993,0.918918918918919,0.1788603611556547,0.9404761904761905
29,0.2020893643426904,0.9239864864864865,0.17765021931734823,0.9047619047619048
