epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.6710389970323524,0.6199324324324325,0.5577559960739953,0.7380952380952381
2,0.5321518018136959,0.7466216216216216,0.470981033430213,0.7261904761904762
3,0.45436006386739175,0.7905405405405406,0.4040041762803282,0.75
4,0.4125975615319771,0.8175675675675675,0.38601053612572805,0.7738095238095238
5,0.4180314527648325,0.8057432432432432,0.35245720900240396,0.7857142857142857
6,0.3552698576319459,0.8496621621621622,0.314225173777058,0.8095238095238095
7,0.40279012853028,0.8175675675675675,0.33114384593708174,0.7976190476190477
8,0.40941661266559687,0.831081081081081,0.29268610512926463,0.8095238095238095
9,0.3700065124100326,0.8344594594594594,0.3074227734690621,0.7976190476190477
10,0.37522297119092496,0.839527027027027,0.22703097574412823,0.8928571428571429
11,0.33390495479987886,0.8597972972972973,0.21406675493788152,0.8928571428571429
12,0.3854558915780807,0.8209459459459459,0.29794129817968323,0.8095238095238095
13,0.3385590298566967,0.847972972972973,0.32896127746928305,0.7857142857142857
14,0.27925948894620445,0.8766891891891891,0.19826060648830163,0.9166666666666666
15,0.3415305714148122,0.8581081081081081,0.23667090794160253,0.8571428571428571
16,0.28542271981368195,0.8783783783783784,0.21411641505325124,0.8928571428571429
17,0.3429055497289409,0.8361486486486487,0.19845092624780677,0.9166666666666666
18,0.33867536067358545,0.8513513513513513,0.2457938146378313,0.9285714285714286
19,0.31356940360588803,0.8614864864864865,0.20348292983890998,0.9285714285714286
20,0.33349545484383564,0.8513513513513513,0.2468370141550189,0.9047619047619048
21,0.2972341675997233,0.8716216216216216,0.4213096756443736,0.7380952380952381
22,0.29568397628483234,0.8851351351351351,0.28979247471406344,0.8333333333333334
23,0.2971707229483621,0.8699324324324325,0.19327383914164134,0.9047619047619048
24,0.2893731629167608,0.8733108108108109,0.2286443253979087,0.9166666666666666
25,0.275046106078662,0.8952702702702703,0.2866561481995242,0.8452380952380952
26,0.29664682336717946,0.875,0.1986013272156318,0.9404761904761905
27,0.28944197781006425,0.875,0.21154143900743552,0.9047619047619048
28,0.29797257481432343,0.8766891891891891,0.17011951495494163,0.9404761904761905
29,0.2867482863838558,0.875,0.23092167061709223,0.9166666666666666
30,0.26105143627422434,0.875,0.23632895919893468,0.8809523809523809
31,0.2764715296782654,0.8868243243243243,0.24065499149617695,0.8928571428571429
32,0.27120885950185963,0.8885135135135135,0.29768793417939116,0.8452380952380952
33,0.27508396806189084,0.8766891891891891,0.465264810415517,0.7261904761904762
34,0.30108968281766046,0.8800675675675675,0.4099264248229918,0.7142857142857143
35,0.2612765993579996,0.8868243243243243,0.19919863360978307,0.9523809523809523
36,0.27204473589458883,0.893581081081081,0.14830697970908313,0.9761904761904762
37,0.25478797847707124,0.8969594594594594,0.1960263732554657,0.8928571428571429
38,0.25341730518895833,0.8969594594594594,0.25924838795548394,0.8809523809523809
39,0.2608140100240456,0.8969594594594594,0.19463234328265702,0.9285714285714286
40,0.2438234786433797,0.8885135135135135,0.18415329649689652,0.9166666666666666
41,0.22575985509713456,0.918918918918919,0.23316657880232447,0.8928571428571429
42,0.2687056588160025,0.8902027027027027,0.3059415835443707,0.8095238095238095
43,0.2594759056212481,0.893581081081081,0.32339305164558546,0.7976190476190477
44,0.2694703798372978,0.8969594594594594,0.20462970879106296,0.9166666666666666
45,0.29691693894376325,0.8766891891891891,0.44161469041414203,0.75
46,0.2778258094205395,0.8851351351351351,0.2967294776102617,0.8333333333333334
47,0.2357181357628842,0.9003378378378378,0.3398695457948461,0.8095238095238095
48,0.2585532418703912,0.8952702702702703,0.2867774661807787,0.8571428571428571
49,0.2613795589296953,0.8902027027027027,0.34864831618255093,0.7857142857142857
50,0.22473233690913264,0.9155405405405406,0.28818506015730755,0.8333333333333334
51,0.2303883311798091,0.9037162162162162,0.30843538680069504,0.8214285714285714
