epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.6932678171106287,0.5060810810810811,0.6917522549629211,0.5404761904761904,0.6917118818863306,0.5
2,0.6913429981953388,0.5243243243243243,0.6903817057609558,0.5404761904761904,0.6902452408889503,0.6547619047619048
3,0.6887008170823793,0.5628378378378378,0.6893750429153442,0.5380952380952381,0.6889537634744088,0.6190476190476191
4,0.6859695402351585,0.5709459459459459,0.6897806525230408,0.5190476190476191,0.6889959391873456,0.5476190476190477
5,0.6826856893462103,0.5787162162162162,0.6888105273246765,0.4976190476190476,0.6871855050559411,0.4880952380952381
6,0.6805089277190131,0.5780405405405405,0.6869589686393738,0.5214285714285715,0.6851753389085532,0.6071428571428571
7,0.6774945052894386,0.5851351351351352,0.6860055327415466,0.5190476190476191,0.6838307274807943,0.5952380952380952
8,0.6753071917069925,0.5962837837837838,0.6847232580184937,0.5333333333333333,0.681975694623811,0.6071428571428571
9,0.6725620347100335,0.6074324324324324,0.6850790977478027,0.5333333333333333,0.6821245900660562,0.6309523809523809
10,0.6699334031826741,0.6057432432432432,0.6835551857948303,0.5452380952380952,0.6797771107607885,0.6190476190476191
