condition,freeze_name,mean_accuracy,std_accuracy,mean_loss,trainable_parameters
from_scratch,from_scratch_baseline,0.7359983766233766,0.07763619431946361,0.5018129011370933,6738
pretrained,fine_tuning_complet,0.7514880952380952,0.09934112909332446,0.5120417240365042,6738
pretrained,freeze_temporal,0.7118252840909091,0.1317525602080121,0.5325662461303485,6210
pretrained,freeze_temporal_spatial,0.6814968885281385,0.11856926265727898,0.5991413688425224,5666
pretrained,freeze_tout_sauf_classifieur,0.5656114718614719,0.09160298083625126,0.6574177168681613,5122
