epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5533066525345757,0.6870748299319728,0.5114362835884094,0.7454545454545455,0.48159987988999936,0.8522727272727273
2,0.4339245478717648,0.7952380952380952,0.46523517370224,0.8,0.39468338878431103,0.8636363636363636
3,0.3985688725701806,0.8108843537414966,0.44445881247520447,0.8022727272727272,0.3824884863129385,0.9204545454545454
4,0.3798218062134827,0.8268707482993197,0.4170720875263214,0.8159090909090909,0.36036748102996663,0.8863636363636364
5,0.36680817312123826,0.8306122448979592,0.4313785135746002,0.8181818181818182,0.3861193268269554,0.8863636363636364
6,0.34988021457276375,0.8520408163265306,0.5002778768539429,0.7977272727272727,0.3935433201301974,0.875
7,0.3454793124580059,0.8465986394557823,0.44837328791618347,0.8227272727272728,0.2972260934172616,0.875
8,0.34045587571299807,0.8476190476190476,0.46407485008239746,0.8068181818181818,0.3312660446265621,0.8863636363636364
9,0.3190423241683415,0.8591836734693877,0.4402371346950531,0.8022727272727272,0.342189792771442,0.8977272727272727
10,0.30048403214840663,0.8714285714285714,0.527642011642456,0.7954545454545454,0.35414094457500966,0.8409090909090909
