validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_window_loss,final_train_window_accuracy,best_checkpoint_participant_loss,best_checkpoint_participant_accuracy,best_checkpoint_window_loss,best_checkpoint_window_accuracy
J1,10,0.6797771107607885,0.6190476190476191,0.6699334031826741,0.6057432432432432,0.6797771107607885,0.6190476190476191,0.6835551857948303,0.5452380952380952
J2,9,0.6883067497381437,0.5340909090909091,0.6665827368392425,0.6204081632653061,0.6883067497381437,0.5340909090909091,0.6924247145652771,0.5068181818181818
J4,10,0.6834817388715605,0.6022727272727273,0.6750753256739402,0.5948979591836735,0.6834817388715605,0.6022727272727273,0.6873748898506165,0.5522727272727272
J5,10,0.6808388851974034,0.6704545454545454,0.6720794752341549,0.6207482993197279,0.6808388851974034,0.6704545454545454,0.6838756203651428,0.5636363636363636
J7,9,0.6910152126456732,0.5340909090909091,0.667522615883626,0.6139455782312925,0.6910152126456732,0.5340909090909091,0.6937633156776428,0.5
J8,1,0.692708081214271,0.5,0.6743285308476367,0.615359477124183,0.692708081214271,0.5,0.6928214430809021,0.484375
J10,10,0.6878438444187379,0.4772727272727273,0.6724162134183508,0.5928571428571429,0.6878438444187379,0.4772727272727273,0.6921592950820923,0.5181818181818182
J15,9,0.6862901374824276,0.6363636363636364,0.6672970810715033,0.6261904761904762,0.6862901374824276,0.6363636363636364,0.6911520957946777,0.5295454545454545
