epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5840891924034171,0.6629251700680272,0.2970989942550659,0.8909090909090909,0.2797947084748404,0.9659090909090909
2,0.4555392442917337,0.7812925170068027,0.29257461428642273,0.8795454545454545,0.2594906714494908,0.9431818181818182
3,0.4284142477171762,0.8023809523809524,0.2659740746021271,0.9295454545454546,0.250078737516261,0.9545454545454546
4,0.415776433993359,0.8108843537414966,0.23500463366508484,0.9204545454545454,0.20666640002252298,0.9318181818181818
5,0.3940224485737937,0.8285714285714286,0.2512373626232147,0.9227272727272727,0.2349554205723427,0.9318181818181818
6,0.3867289210460624,0.8282312925170068,0.22500352561473846,0.9272727272727272,0.2026940167143235,0.9318181818181818
7,0.37863402776166694,0.8401360544217688,0.2987865209579468,0.8772727272727273,0.2221243762290861,0.9545454545454546
8,0.3586805951433117,0.8448979591836735,0.23473143577575684,0.9045454545454545,0.1894039589896326,0.9431818181818182
9,0.35898742270307477,0.8452380952380952,0.22225889563560486,0.9204545454545454,0.1909183710626527,0.9431818181818182
10,0.3349304457505544,0.8534013605442177,0.3299138844013214,0.8545454545454545,0.25357803710514415,0.9545454545454546
