epoch,train_window_loss,train_window_accuracy,validation_window_loss,validation_window_accuracy,validation_participant_loss,validation_participant_accuracy
1,0.5571454366048177,0.708843537414966,0.33138108253479004,0.8954545454545455,0.31676534552182817,0.9659090909090909
2,0.47232021835385535,0.7731292517006803,0.33056822419166565,0.8545454545454545,0.2835449616046406,0.9318181818181818
3,0.4270215691757851,0.8006802721088435,0.29361745715141296,0.8818181818181818,0.2641240411249583,0.9545454545454546
4,0.40568075025973677,0.8153061224489796,0.24562551081180573,0.9159090909090909,0.2241711474656433,0.9318181818181818
5,0.3737514846584424,0.8292517006802721,0.35093238949775696,0.8477272727272728,0.2634164203088124,0.9318181818181818
6,0.3376625877659337,0.8503401360544217,0.2623496353626251,0.9181818181818182,0.2131429727976548,0.9431818181818182
7,0.2853933915394504,0.8765306122448979,0.4588281810283661,0.8113636363636364,0.2837170351855219,0.9090909090909091
8,0.2757260017046312,0.8758503401360545,0.2656056880950928,0.9090909090909091,0.21392737071586573,0.9431818181818182
9,0.2310212954169228,0.9054421768707483,0.3451969623565674,0.8704545454545455,0.2109091186972344,0.9318181818181818
10,0.1712293863803351,0.9346938775510204,0.5805214047431946,0.7727272727272727,0.3237200247298256,0.8181818181818182
