validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_loss,final_train_accuracy,final_validation_loss,final_validation_accuracy
J1,7,0.1344993438216902,0.9761904761904762,0.2589964834171244,0.873015873015873,0.3725337194988415,0.8095238095238095
J2,11,0.36143262193284253,0.8295454545454546,0.20469478860031814,0.922,1.5389865604229271,0.7045454545454546
J4,11,0.24920118336608124,0.8977272727272727,0.19519541050307454,0.914,0.48889378533137706,0.8636363636363636
J5,17,0.2267764435276728,0.9318181818181818,0.14090781083679757,0.944,0.4292605091309683,0.8068181818181818
J7,22,0.27546986751258373,0.875,0.10819700626656413,0.956,0.28839869403534313,0.8863636363636364
J8,13,0.5378388687968254,0.78125,0.18487996329799586,0.9312977099236641,0.6110899444902316,0.84375
J10,14,0.16459229035535827,0.9431818181818182,0.14473724089213647,0.952,0.2981403171457218,0.9204545454545454
