validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_loss,final_train_accuracy,evaluation_accuracy,evaluation_mean_confidence
J1,3,0.6931581582341876,0.5,0.6934914492272042,0.5,0.5,0.502352774143219
