validation_dyad,best_epoch,best_validation_loss,best_validation_accuracy,final_train_loss,final_train_accuracy,final_validation_loss,final_validation_accuracy
J1,11,0.12086885837128475,0.9642857142857143,0.16209394146210035,0.9425675675675675,0.5160651057958603,0.75
J2,3,0.4544267188757658,0.8295454545454546,0.22979917469653016,0.9030612244897959,1.1170665129003199,0.7613636363636364
J4,7,0.27076321332292125,0.8863636363636364,0.17586464921193085,0.9251700680272109,0.3570203298110176,0.8863636363636364
J5,16,0.2611898747643202,0.9090909090909091,0.17054985555048816,0.9268707482993197,0.7409320457055318,0.7840909090909091
J7,8,0.3635284003208984,0.8295454545454546,0.1924564484661274,0.9285714285714286,0.4936166624961929,0.8068181818181818
J8,8,0.41272333706729114,0.828125,0.2000969230955211,0.9068627450980392,1.5679765957174823,0.671875
J10,13,0.12928843331544407,0.9545454545454546,0.17227403227268356,0.9302721088435374,0.17235394374901344,0.9318181818181818
J15,13,0.2580358063040132,0.8863636363636364,0.1937655192708001,0.9285714285714286,1.1160455102481963,0.7272727272727273
